,Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website,Class Units
394,FAS_65,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,241,Inorganic Chemistry I: Introduction to Periodicity and Valence Theory,Laboratory,Courses,Course-integrated,,3.0
395,FAS_66,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,242,Inorganic Chemistry II: The Chemistry of the Main Group Elements,Laboratory,Courses,Course-integrated,,3.0
396,FAS_67,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,271,Biochemistry I,Laboratory,Courses,Course-integrated,,12.0
398,FAS_68,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,293,Spectroscopy and Structure of Organic Compounds,Laboratory,Courses,Course-integrated,,3.0
399,FAS_69,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,312,Intermediate Analytical Chemistry,Laboratory,Courses,Course-integrated,,6.0
400,FAS_7,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,410,Advanced Youth Work Intervention,Simulations,Courses,Course-integrated,,3.0
401,FAS_70,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,324,Organic Chemistry III: Organic Reactions,Laboratory,Courses,Course-integrated,,9.0
402,FAS_71,FAS,Chemistry and Biochemistry,Biochemistry,Undergraduate,Bachelor,CHEM,325,Organic Chemistry IV: Organic Structure and Stereochemistry,Laboratory,Courses,Course-integrated,,3.0
403,FAS_72,FAS,Chemistry and Biochemistry,Biochemistry,Undergraduate,Bachelor,CHEM,335,Biophysical Chemistry,Laboratory,Courses,Course-integrated,,3.0
404,FAS_73,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,341,Inorganic Chemistry III: The Transition Metals,Laboratory,Courses,Course-integrated,,3.0
405,FAS_739,FAS,Applied Human Sciences,Any program,Undergraduate,Bachelor / Certificate,AHSC,498,"Leadership,
 Change &
 Social
 Innovation","Students join a learning community made up of undergraduate and graduate students, university staff and members of the local community. Together they engage in ‘u.lab’ - a process of innovation and change that connects inner change to outer action.",Courses,Course-integrated,,3.0
406,FAS_74,FAS,Chemistry and Biochemistry,Biochemistry,Undergraduate,Bachelor,CHEM,375,Biochemistry II,Laboratory,Courses,Course-integrated,,6.0
407,FAS_740,FAS,Education,Adult Education,Undergraduate,Bachelor,ADED,230,Roles and Competencies of Adult Educators,"According to the participants’ needs & interests, an opportunity is given to explore competencies related to the particular roles",Courses,Course-integrated,,6.0
408,FAS_741,FAS,Education,Adult Education,Undergraduate (cross listed at GDip level),Bachelor,ADED,344,Design of Adult Learning Projects,Design & conduct a learning activity in the area of subject matter specialty,Courses,Course-integrated,,6.0
409,FAS_742,FAS,Education,Adult Education,Undergraduate (cross listed at GDip level),Bachelor,ADED,345,Evaluating Adult Learning Projects,Conduct an evaluation of an adult learning project in the area of subject matter specialty,Courses,Course-integrated,,3.0
410,FAS_743,FAS,Education,Adult Education,Undergraduate (cross listed at GDip level),Bachelor,ADED,370,Workshops for Adult Educators,Workshop,Courses,Course-integrated,,3.0
411,FAS_744,FAS,Education,Early Childhood and Elementary Education,Undergraduate,Bachelor,EDUC,264,"Communication: Child, Parent and Teacher",Students interact with parents of the children in the observation nursery by conducting and participating in parent-teacher seminars,Practica,Course-integrated,https://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#b31.090.2,3.0
412,FAS_745,FAS,Education,Early Childhood and Elementary Education,Undergraduate,Bachelor,EDUC,301,Integrating Computers into the Elementary Classroom,Hands-on experience with the computer,Courses,Course-integrated,https://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-090.html#b31.090.2,3.0
413,FAS_746,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,302,Working in Childhood Settings: Leadership and Organizational Issues,Course-integrated project: Drafting an advocacy letter to the Ministre de Famille et des Aines; preparing a handbook for parents and staff in an early childhood setting; role-playing to simulate professional development and leadership.,Courses,Course-integrated,,3.0
414,FAS_747,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,303,"Children, Families and Social Policy","Group Project: Drafting policy statements, linking theoretical concepts with real-life needs and issues",Courses,Course-integrated,,3.0
415,FAS_748,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,304,Play in Childhood Settings,"Course-integrated project: Designing play activities/material/space; arranging classroom configuration to explore play space; engaging in hands-on, play-based activities; using photo-elicitation methods in play; inquiry-based learning sessions using video case examples",Courses,Course-integrated,,3.0
416,FAS_749,FAS,Education,Any programs,Undergraduate,Bachelor,EDUC,307,Integrating Digital Technologies and Social Media in Learning Environments,Practical project-based activities,Courses,Course-integrated,,3.0
417,FAS_75,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,419,Independent Study and Practicum,Practicum,Practica,Course-integrated,,3.0
418,FAS_750,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,360,Introduction to Inclusive Practices,"Active Learning activities that include case discussions, role-playing, and presentations; Analyzing psychoeducational evaluations to identify children's strengths and needs",Courses,Course-integrated,,3.0
419,FAS_751,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,361,Inclusive Practices in Early Childhood Settings,"Group Project: Analysis of case studies to identify short- and long-term objectives, intervention strategies and activities for children with exceptionalities in early childhood settings",Courses,Course-integrated,,3.0
420,FAS_752,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,362,Inclusive Practices for School-Aged Populations,"Group Project: Analysis of case studies to identify short- and long-term objectives, intervention strategies and activities for children with exceptionalities in childhood settings",Courses,Course-integrated,,3.0
421,FAS_753,FAS,Education,Early Childhood and Elementary Education,Undergraduate,Bachelor,EDUC,382,Teaching Science Concepts in the Elementary Classroom,Developing activities for classroom use,Courses,Course-integrated,,3.0
422,FAS_754,FAS,Education,Early Childhood and Elementary Education,Undergraduate,Bachelor,EDUC,385,Teaching a Second Language in Early Childhood and Elementary School,Development of appropriate classroom activities at the elementary level.,Courses,Course-integrated,,3.0
423,FAS_755,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,402,Diversity Issues in Childhood,"Course-integrated project: Student interview a parent or primary caregiver or an educator, and interpret/analyze responses in terms of the concepts and ideas covered in the course",Courses,Course-integrated,,3.0
424,FAS_756,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,406,Physical Activity: Health and Well-being in Early Childhood Settings,Identifying safety strategies in indoor and outdoor environments in early childhood settings; simulation and role-playing activities to practice procedures for reporting suspected child-safety and child-abuse issues,Courses,Course-integrated,,3.0
425,FAS_759,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,461,Child Studies Seminar: Early Childhood Settings,"improvisation and role-play of communication skills; Preparing lesson plans, activity plans, observation reports; In-class case discussions",Seminar,Course-integrated,,3.0
426,FAS_76,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,431,Computational Chemistry for Chemists and Biochemists,"Hands-on experience, Laboratory",Courses,Course-integrated,,3.0
427,FAS_760,FAS,Education,Child Studies,Undergraduate,Bachelor,EDUC,463,Child Studies Seminar: Inclusive Practices in Childhood Settings,Improvisation and role-play of communication skills; Preparing intervention goals and plans; identifying remediation and rehabilitation materials; modifying activities plans in accordance with inclusive practices; writing intervention reports; In-class case discussions,Seminar,Course-integrated,,6.0
428,FAS_761,FAS,Education,Any program,Undergraduate,Bachelor,LIBS,495,Field Practice,5-week placement at a local library system,Courses,Course-integrated,,3.0
429,FAS_762,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,ESL,205,Academic Oral Communication I,Multimedia language lab,Courses,Course-integrated,,3.0
430,FAS_763,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,ESL,206,Academic Oral Communication II,Multimedia language lab,Courses,Course-integrated,,3.0
431,FAS_764,FAS,Education,Teaching English as a Second Language,Any level,Any degree,TESL,201,Introduction to Teaching English as a Second Language,"Project-based activities, apply course concepts & put teaching skills into practice",Courses,Course-integrated,,3.0
432,FAS_765,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor / Certificate,TESL,221,Phonology for Teachers,"This course includes a practice component, called pronunciation tutorials. During this practical component of the course, students meet with a non-native speaker, learner of English as a second language (typically, an international student at Concordia), conduct an assessment of the learner's pronunciation skills, and design and implement a brief pronunciation course.",Courses,Course-integrated,,3.0
433,FAS_766,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,330,Computers in Language Learning,"Conceptualize, design and assess computer-based materials (including websites, online materials, digital games, virtual learning environments, etc.); develop a computer-assisted language learning curriculum;",Courses,Course-integrated,,3.0
434,FAS_767,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor / Certificate,TESL,231,Modern English Grammar,Practical teaching assignments based on ESL speech and writing samples,Courses,Course-integrated,,3.0
435,FAS_768,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor / Certificate,TESL,331,Grammar for Teachers,Practical assignments: evaluate online grammar sources; prepare grammar lesson outlines and participate in teaching simulations. The work completed by students can be applied in their teaching careers,Courses,Course-integrated,,3.0
436,FAS_769,FAS,Education,Teaching English as a Second Language,Undergraduate,Certificate,TESL,324,Methodology I,,Courses,Course-integrated,,3.0
437,FAS_77,FAS,Chemistry and Biochemistry,Any program,Undergraduate,Bachelor,CHEM,436,Molecular Modelling of Proteins,"Hands-on introduction, Computer laboratory",Courses,Course-integrated,,3.0
438,FAS_770,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor / Certificate,TESL,341,Language acquisition,Case studies. Hands-on workshops.,Courses,Course-integrated,,3.0
439,FAS_771,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,326,TESL Pedagogy: General,"Minimum 20 hours observing, teaching & assisting in adult ESL classes, classroom-based projects",Courses,Course-integrated,,3.0
440,FAS_772,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor / Certificate,TESL,415,"Testing, Evaluation, and Course Design","Students analyze tests and rating scales, and create a set of thematic assessments for their final project.",Courses,Course-integrated,,3.0
441,FAS_773,FAS,Education,Teaching English as a Second Language,Undergraduate,Certificate,TESL,424,Methodology II,"Conceptualize, create and assess pedagogical materials involving reading and writing (including lesson plans, activities, textbooks, virtual learning environments, website, games, etc.)",Courses,Course-integrated,,3.0
442,FAS_774,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,426,Primary Pedagogy,Games/role-plays. Case studies. Hands-on workshops.,Courses,Course-integrated,,3.0
443,FAS_775,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,427,Secondary Pedagogy,Games/role-plays. Case studies. Hands-on workshops.,Courses,Course-integrated,,3.0
444,FAS_776,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,471,English Language Arts: Secondary,Case studies. Hands-on workshops.,Courses,Course-integrated,,3.0
445,FAS_777,FAS,Education,Teaching English as a Second Language,Undergraduate,Certificate,TESL,433,Practicum,"Observation of ESL classes taught by experienced teachers, lesson planning and evaluation of own's teaching style",Practica,Course-integrated,,3.0
446,FAS_778,FAS,Education,Teaching English as a Second Language,Undergraduate,Bachelor,TESL,488,Internship Seminar,Develop self-regulated learning of that of a professional in education. Develop the ability to make links between the knowledge acquired during the BEd & practice in the field.,Courses,Course-integrated,,3.0
447,FAS_78,FAS,Chemistry and Biochemistry,Biochemistry,Undergraduate,Bachelor,CHEM,477,Advanced Laboratory in Biochemistry,Laboratory,Courses,Course-integrated,,6.0
448,FAS_782,FAS,Education,Applied Linguistics,Graduate,Master,APLI,601,Graduate Phonology,"Evaluation of pronunciation textbooks; assessment of teaching techniques for pronunciation instructions; preparation of teaching materials targeting L2 pronunciation; analysis of L2 learner data; use of computer-assisted tools for pronunciation teaching and learning; conduct needs analysis (e.g., based on pronunciation problems in a specific learning context)",Courses,Course-integrated,,3.0
449,FAS_783,FAS,Education,Applied Linguistics,Graduate,Master,APLI,604,Applied Language Studies,"Analysis of language data (e.g., phonological, morphosyntactic phenomena); synthesize research for various presentation formats: abstract, reviews, 3-min./10-min/20-min oral presentations, research papers, etc.;",Courses,Course-integrated,,3.0
450,FAS_784,FAS,Education,Applied Linguistics,Graduate,Master,APLI,610,Teaching and Learning Second Language Vocabulary,"Students complete projects that has direct social impact: 1) a vocabulary language task for social justice education, which they can apply in their own teaching; 2) a digital presentation in which they demonstrate how to use computer tools to teach vocabulary, which is made available online for the community; 3) a research paper or a professional magazine article which students are encourage to submit for publication",Courses,Course-integrated,,3.0
